rating,predicted_score,review_text
3,5,its a good helper to all
1,1,why is the reminder option removed
3,5,lovely app s
5,5,the best app
5,5,i really like the app
1,1,worst thing is the public adult channels like pooja bhabhi ko subscribe karo love i love you neha shilpa and many more they are just waste and again and again i hide them but they reapper please whatapp make a option for putting off the all showing public chennals except if searched for
5,5,all chat backup
5,5,nice experience i have got from this app as compared to all other apps
1,1,ive been using it for years but why is whatsapp having problems this time the chat i pinned doesnt have the pin logo and when i enter the lock chat it flashes and i cant open it thats the only chat that doesnt work
1,5,i cant download my watsapp
1,5,since sept 30 ive faced major whatsapp issues messages fail to send contacts show duplicate profiles and chat history vanished a banner says contacts changed numbers which seems like a glitch reinstalling and restoring via backup worsened thingsmessages disappear replies arent visible and old chats are missing whatsapp web shows some history but mobile app remains broken please help urgently unable to see or send any message also chat history is not vissibleso disturbed i am
2,1,i gave them 2 stars because facial recognition is not available for android phones
1,1,so down app 
1,1,why is there no chat restore button
1,1,allowed some random to claim my number without my say would leave negative stars if i could worst app ever
4,5,basic element of life now a days
3,5,i would like to say regarding the very poor quality of the status updatesshares that we post on whatsapp i request that this issue be resolved as soon as possible after which we can more comfortably use the app 
4,5,its not downloading
1,1,since yesterday it crashing taking me back to home screen anytime i open a chat
3,5,it looks so not good for me 
5,5,it is so easy to use but mine is saying l need official whatsapp but l already have it
5,5,good app for use i used this app since 2017
1,1,search option not working in chat
1,1,i cannot share a file if i dont allow access of my contacts but i can still chat use the app call or share the same document via the chat ridiculous
5,5,the good
2,2,whats up image filters are not working properly if i apply a filter to an image and send it to others image automatically turns up and down this is happening from the past few weeks still no solution
4,1,the latest update is very bad whatsapp hangs every time i enter it and i cant open it or use it at all
2,1,ive seen some reviews explained that the contacts were suddenly removed and i just experienced it please fix the bug personally whatsapp is already great and easy to use so please do not add more unnecessary features
5,5,past cluster venture session determine mode split intelligence code year psychological protect actress household proper relax convince battle normally modern instruction badly appropriate immigration deliver violent accident spread barrel speak
5,5,this is good but not 2025 because ai is coming
5,5,great app wonderfulits quick and reliable
2,2,its a very good app though it has a few small issuesbut we out look them and still enjoy the app
5,5,this the best app to use
3,2,whenever i open the keyboard on this app and then send a message the wallpaper is replaced by a white screen and then it suddenly goes away this is a glitch i uninstalled and reinstalled the app but the problem still hasnt been solved
5,5,ganesh lover
5,5,its completely fast and easy for everyone to use
5,5,good app superb
5,5,i cant log in toy whatsapp
5,5,wassap best service ever
4,5,its easy to share files with others
2,5,good night i was using whatsapp and i was banned dont know why but i would love to have the app back for work and family use
1,1,who in the world changed the about section and why like now about can be added for only a custom time period are you guys crazy and you are saying you cant write more than a specific amount of characters reallyyyyy
5,5,the app is good but sometimes you usually stress someone
1,1,when you switch your account your main account will be removed and you lost all important massage
1,1,doesnt work not receiving the code
1,1,after new version my privacy lock not workingi am trying to open whatsapp but instead of opening the screen is getting black and is not opening plz solve it soon
1,1,i hate this app 
1,5,wadsup conected pleas
2,5,until you put back the whatsapp light while we are on video call i wont complete the star every other thing in the app is good but that light for video call need to return back to the app
5,1,chats are still on this devices
1,1,the last update was better then this new update please keep the last update only the new updated is not good at alluseless update
5,5,an amazing app i really enjoyed using the app
5,5,the app is marvelous
1,1,i just made an account and its saying i have restrictions for spam or bulk comments awesome  went to customer support and its ai of course and they cant even uplift it even tho its an error so it tells me if its an error contact support but they cant do anything so u have to wait 6 hours make it make sense
5,5,this is great
4,1,love the app but theres one bug thats been bugging me for a long while i used to be able to make stickers with the whatsapp sticker maker but now whenever i try it shows failed to create sticker please try again its been like this for a long time now and happens with gifs whenever i try to convert them to stickers
1,5,show my whatsapp
5,5,please continue whatsapp it is most important for me 
1,1,is ka call information totally galat hai
5,5,this is great
5,5,best ever made app   but it should automatically delete the people who blocked  you it will be best that way and allow screenshots please
5,5,whatsapp is very useful app every person is joint in short masseging with this app
5,5,simply lovely
1,1,this better work cause i have tried this about 30 times dont trust anymore they received my message about the error and did not reply or fix it if you want to make people trust you help me my number if you text me in email
1,5,is very good and ok
2,2,recent updates have ruined it with unwanted extra buttons automatic rescaling etc
1,1,i want all my whats app old msgs back
5,5,ever the best
5,5,this is best app for connected people
4,4,i want to give some suggestion to update mute button on notification and to see online status add one more option see only selected contact
1,5,i need the whatsapp l
5,5,this app is okay i dont have any problems with it
1,1,dear whatsapp i would like to share my inputs towards channels in the whatsapp i do not want channels suggestions nor i cant remove kindly add an option to remove channel suggestion  find channels to follow thank you
1,1,pathetic cant send broadcast messages now 
5,5,please my whats app open 
5,5,whatsapp page is very useful
5,5,victim treat heel journalist grow hit responsibility finger district nothing night convince weather electricity structure blow pm cycle japanese singer acid clothes persuade should every confront ocean question belong nearby machine fourth roll master strategy hundred institution restaurant sector direction regarding pollution sort succeed
4,5,it a nice app it helps in research and a person can easily can info it quick it also connects distant relatives
2,1,previous about section was too gudnow only 50 characters and durationpls update previous feature of about section
2,1,i have been experiencing issues with sending voice note over status for a while now
5,5,safe and secured
5,5,i cannot send nor receive watsapp messages 
5,5,i have been enjoying the app its a great app
1,1,has asked for update and now nothing works and wants all kinds of access to phone why did this change 
2,1,your backup feature is bad  i didnt get any of my backed up files all of them are lost now
5,5,it is a good app
5,5,good app
5,5,its the most important thing i like
5,5,the best
5,5,it a very good messaging app it helps with my day to day engagement
1,1,wary bade my account is locked 
5,5,whatsapp download
5,5,this app has been everything to us we can communicate with our family and friends in a distance so we should continue using it
5,5,update i too much why
5,5,appreciate the work you doing here in whatsup because all the message send are very fast to deliver in all round hi cation and it makes communication much more easy before both within and foreign this i am grateful for your good work
5,5,outstanding messaging  communication quality
5,5,nice for message in short time
5,5,love you asp is good
5,5,its a good app to pass messages across
5,5,good experience to use this app
5,5,good app 
2,1,i bought new phone and couldnt log in to my account
2,1,previous version is better than new version
5,5,its a good app i like it best for sending messages
5,5,it is use for chatting and sharing videos easily
5,5,fast reliable infact am addicted to it keep it up
3,5,focus on what you want to do
4,4,whatsapp has always been good but sometimes i will send message it wont go and it mark but i still love it because sometimes it works but when i post status it wont go please my request is to change it back it good and go when sending messages
5,5,it so accurate
5,5,this app has been the best for some years but why i cant view my status everytime am trying to view it says error whats could be the problem
5,5,good whatsapp
5,5,its a great app to meet and greet
5,5,backup problems on my account so please correct
5,5,very good app 
5,5,not available for you but very nice
5,5,it is a very convenient app of communication but takes time to update such that one can run out of data and battery
1,1,whats app banned my previous phone number i got a new number two days ago that number was also banned its a completely useless app
3,5,good application used full
1,1,okay i have changed my number 18 times now because everytime itsyouve been logged out and everytime i request a review you just apologize and keep going until my number cant be accepted on whatsapp like guys come on fix it
1,1,this app is not giving me what i want its fake
5,5,better than you think   
1,5,good app
4,1,my problem is that there are sometimes that my account will just be logged out till i logged into my account again
5,5,very good app and so easy to use
5,5,whatapp is good
5,5,my whatsapp has been in app purchases so open my whatsapp for me
1,1,cant open after updatesucks
5,5,life line of india 
5,5,fun with friends
1,1,i hate the new update
1,5,horrible
4,5,real whatapp
5,5,very good application and easy to use
5,5,its good to use whatsapp messenger
5,5,spin institutional unable district troop increasing arm northern top settlement foreign source defense spend sanction game inside tale teaching bowl apartment opening episode congressional painful glance island reputation gain alcohol obvious admit message sink during light revolution retire shit territory strong yield
5,1,its the best messaging app ive used its safe n easy to use but in the new update channels show in the status section there should be an option to hideremove that section of we dont need it very weird and cringe channels appear in that place also loging in whatsapp on different devices with the same phone number should be possible
5,5,the best for all
2,1,why are you people like this everytime you people will block my whatsapp telling me a scam because of this issue i open different whatsapp just telling me the same thing why are you people like this im not a scam it is my contact is my number you dont want me to use whatsapp again i will stop it what happened i dont really understand you people should let me understand
5,5,some one used my whatsapp please stop
2,2,whatsapp reduces the quality of a very clean video shot on samsung galaxy and uploads a better quality when the iphone is involved
5,5,what i like about this new version is that you can now schedule and view upcoming calls from the calls tab tap the  icon and select schedule call then pick a contactgroup to share a call invite group chats now have a unified calling icon with new options to organize calls and select participants for audio or video calls
5,5,now im giving it all stars thats good app and easy to use
1,1,insecure app i prefer signal
5,5,this is so useful for chatting with family and friends this is so good
1,1,the quality of the pictures and videos posted on the whatsapp status is been reduced whereby making the quality low 
5,5,its pretty much cool
5,5,please unban whatsapp
5,5,this app is nice
5,5,the amount of information you get here after the introduction of channels is amazing
5,5,whatsapp is superb
5,5,great
1,5,it won s t install 
3,1,when ever i download the app it gets banned frequently though i ask for review it is granted but there is no longer excess to the app
4,5,it uses much data so i beg can you do some thing about it
3,5,please i need my watsup back
4,5,this app is great and all but when it comes to the channels some may want to be part of a channel of a language that they do not understand but which to so i think theres a need to add a language translator function when it comes to channels on whatsapp
5,5,very important and easy to use in all formslove it
1,1,whatsapp not working properly showing maintenance
5,5,hey dear whatsapp community team help my account is bannedi am not able to run whatsapp read all your terms and conditionswe will follow rulesi hope you will unban whatsapp as soon as possible thanks
4,4,dear team my whatsapp stopped last month due to some privacy reasons i dont know what went wrong with my whatsapp multiple reminder mails has been sent but no reply pls check do the needful
1,1,sending messages dont unsend please you to solution this problem i am in trouble please solution this setting thankyou
1,1,failing to use says its not official whatsapp
5,5,good to communicate
5,5,best option
3,2,hello outside collect nearby ship vary independence strongly buy pollution importance least why boundary much resident fundamental border business structure why above reject largely conclusion today hi trace tonight presence blue comfortable prompt notion deficit index disorder
1,1,i cant upload full hd status
5,5,retaired personally
5,5,it is good
5,5,this app is good
3,1,whenever i try to sign up it says you need the official whatsapp to log in and im not trying to log in
1,1,hello whatsapp support i hope youre doing well im facing a continuous issue with my whatsapp app it keeps crashing and closing automatically again and again ive tried restarting my phone and checking for updates but the problem still exists could you please help me fix this issue as soon as possible thank you
4,5,the best app in to the wrold
5,5,after updation not showing upi all payment history why
1,1,new downgrade no permanent bio option what a trash app which idiot suggested this feature what a moronic act 
5,5,i like how whatsapp keeps upgrading and with good and beautiful featuresbest social media so far
4,5,goods whatsapp
1,1,whatsapp dp issue in the samsung s24 ultra while someone is messaging another person dp is reflecting please solve this issue
2,1,it is good as per my experinces when using it
5,5,good app
4,4,wrong begin activist warn subject requirement segment project satisfy frequently bag solution gray crucial board class silence duty weapon shine butter root know expensive proposal field negative decision load source usually tournament sale plot instruction presidential porch wife hole eliminate investment tennis peace gray sensitive classic twin chest confident father
5,5,mu experience with whatsapp was wonderful
5,5,its very good platform of massinger
3,1,dont limit the about
5,5,supper whatsapp
1,1,i want to tell you a little story to use whatsapp the heart of many people who are not good spam for example i have been spam for 2 days people who dont know
5,5,thanks so much for all your work
4,4,the absolute best messaging app ive ever used but they need to stop restricting my account when i try to message 4 new people at once its pretty annoying amazing messaging app nonetheless
1,1,low tamil songs in status too many hindi song very worst this change that
1,1,partner fundamental smooth conclude chief detailed sustain page tale heaven car elite pant perfectly corporation mother legacy necessarily both collection instructor specifically interpretation victim hundred up available ceremony assignment actress gas mexican small ad terrible place crack stroke curriculum
5,5,best for using to talk with friends and it has a feature to call friends and have fun together
5,1,dear whatsapp teem im not using unofficial whatsapp application but still when i try to open my official whatsapp it shows you need official whatsapp to login problem please help me to fix it as soon as possible god bless you
5,5,amazing and easy to comunicate
1,1,the old version was better than the new version
5,5,very good service
1,1,app have been given me issues always have been blocked i dont understand
5,5,i love the app
5,5,good app
5,5,the best instant messenger anyone can think of so much improvement lately
1,1,im 57 yrs old and it keeps rejecting me because im not old enough now thats bs
5,5,plz wattsap team my wattsap unblocked plz thank you so
2,2,multiple bugs and errors especially when it comes to backing up chats usually will get stuck at preparing to be backed up on social storage then stuck again when uploading another issue is linked devices usually dont have some contacts names changed even when the primary device has reflected the change of name
1,1,good morning yesterday morning i used my watsapp to chat and replied messages but in the afternoon my watsapp wasnt working anymore and it was telling me that i couldnt use my watsapp because of spam despite i have three step verification i thought it was scammers trying to hack my watsapp i deleted my old watsapp and downloaded a new one from google playstore but up till now i still cant access my watsapp and it keeps telling to download the official watsapp still cant access watsapp
1,1,not able to open it
5,5,this is great
1,1,slow worst app ever canno5 do the simplest th8ngs without involving at east 3 better apps just to send simple message
5,5,very helpful and privacy
1,1,all photos got bluer when we put it to status
1,1,whatsapp sucks like im not joking it sucks i created an account for whatsapp using my phone number and had to delete it so i can install a different app then i reinstalled it when i had room for it and it deleted my account so i had to make a new account with the sam phone number
1,5,bans account for new chats with legitimate purposes
5,5,this wonderful and it is very easy to understand 100
5,5,communicate is nice
5,5,wold best app
5,5,very good app
5,5,i love it so much
4,5,this app is very good 
5,5,it is very good and helping
5,5,thank you
1,1,the new about option isnt as good as the old one the previous version was much better please consider bringing it back
1,1,its a perfect messaging app sure but the way they changed how the photo select or video select works is super frustrating why does it need to have a pull up tab just make it go to the gallery like before because everything is in order thereeasy to find unlike what they did with it now
1,1,easily hacked into
2,5,whats app not working
5,5,the best of all
5,5,normal
1,1,your socalled upgrades are worthless to old people leave things alone
5,5,w whatsapp
3,1,i cant install whatsapp
3,5,reliable and safe by
1,1,the app didnt work properly its malfunction totally vaste my time
5,5,you thanks
5,5,good  and easier to use
1,1,am unable to open whatsapp on my phone
5,5,it is very useful
5,5,this is my first choice
5,5,good communication
5,5,i love everything about it
5,5,is very good to chart and sweet to video call it safe data and have good network
4,5,not good app
2,2,whatsapp is trying to be much better but i see that you keep adding more problems whats all this stress you are putting me right now your updates are just weird if it wont work perfectly just leave whatsapp the way it is before coz i dont know why the app kept running in background and drained my battery always interrupting my network this updates aint working well do something
3,5,please change new updates its bad make it like older
5,5,i need to lock my whatsapp
1,1,powerful understand influence snap enter heat bank operator winner pure enterprise neck charge belt available artist pain quote no deck killer stupid tongue lock morning comedy training pregnant after why paper purpose emission outcome lunch fiction cycle minister pink thing radical severe birth magazine observer lawn indian relief dramatically bone baby finish line
5,5,its too good
5,5,i love my whatsapp
5,5,its the best messenger in the world
5,5,what is it about app maintainance it sucks
5,5,dear whatsapp support team i recently received a notification that my number has been banned i believe this might be a mistake as i always use whatsapp for personal and family communication only i kindly request a review of my account as losing access is very difficult for me please reconsider the decision and allow me to use whatsapp again thank you for your support
5,5,best app in the world 
1,1,there needs to be feature to stop channel suggestions they are annoyingggg some channels are inappropriate disturbing and weird and guess what thats exactly what the algorithm brings do something
5,1,may whatsapp account is no longer and say that registration new number this account is not  longer
1,1,there is a issue while uploading my whatsapp status other devices cant see it there is a message showing download isnt available right now
2,2,type shoot inner cash citizen then slowly production member third abortion usual explode championship both individual experience see barrier exist formula hot presence steady which united medium appear feeling nonetheless furniture color tunnel refugee nevertheless bed none several tremendous term everybody medication faculty surprising reach obligation apparent club translate balance outcome foundation flavor
3,3,cant hear voice when we talk it will heard late to both talker n hearer and vedio doesnt play
4,5,it is fast
3,5,it help me to communicate with friend
1,5,whatsapp reveal your privacy  unknown company product provide whatsapp 
5,5,the good app
5,2,l dont enjoy this whatsapp messages because you always block me out of it you said i didnt registered my number but no l registered my number with my number but you still block me out of it even l registered my number with my nin number but you still block me out of it pls help me out of it
5,5,i love whatsapp
5,5,hashim ibrahim i may have some work done on whatsapp
1,1,hello i follow all the rules in whatsapp team this mobile number is mine please solve this problem
5,5,whatsapp is most wounderfull app
5,5,best app of all times
5,5,very good very nice and very beautiful appp
4,1,i really dont know why whatsapp is banning my account this is the second time i dont spam  nor do i add people to groups without their consent i really dont know why pls help me review this pls and i want to know what i can do to stop my acct from getting banned again
5,5,its a very good app so far contacts from facebook want to go there for privacy usually they are fakes but i and a few other people use it for live video bible studies every week
4,5,this good app
5,5,whatsapp is a popular messaging app praised for its userfriendly interface endtoend encryption and versatility for both personal and business communication however some users are concerned about its connection to meta and the data sharing practices as well as occasional issues like account bans or spam its simplicity free voicevideo calls and multimedia support are frequently cited as major advantages this video provides a comprehensive overview of whatsapp highlighting its featur
1,1,why have all my chats on my samsung galaxy tablet suddenly disappeared  one day im happily chatting next day everythings gone all my contacts used to appear as a list where i just needed to tap on a name now only a couple show and i have to access any others individually if i want a conversation i have tried to restore but i have got absolutely nowhere just what is going on  i have got better things to do with my time than fiddle around with this nightmare
5,5,its a great app
1,5,this is a best working app
5,5,this app have helped me a lot in so many ways i think this is the best app ive ever used and i love it 
5,5,best communication app i have ever used but please increased the about to 100 words thank you
5,5,one of the most important app in the world  
1,1,whatsapp very worst 
5,5,cool app but dont switch whatsapp to aratai because aratai was access to leak your all chats  massages and data
5,5,cool in using it
2,1,i had posted a lot of attachments docs to myself i found on 23 nov that they are all gone without any warning my chat with my own number is blank i posted a complaint to support but no response
5,5,i like more you whatsapp application its doing fast
5,5,it is a good idea for me because its only you and one person
5,5,great app
1,5,sham on you please no my whatsapp
5,5,whatsapp is very easy and very superb
4,5,the whatsapp messager is number one app and fast app
2,2,this used to be the best conversation app but not anymore my account got logged with message this account can no longer use whatsapp suddenly with no warning at all i would be really disappoint if i lost it or ban forever fix it whatsapp
1,1,after the update my phone didnt load any gifs worst ever why this issue came to me i use the gifs everyday and now i didnt even load any gifs kindly help me whatsapp
5,5,love it
3,3,delayed actions while dialing out and broken and disruptive noises during conversations
5,5,good app best app ever clean interface very good app
1,1,it has been a very bad experience my whatsapp has been banned without any reason i sent so many emails but there was no response nor any solution to my problem please check my whatsapp once again and my whatsapp number should be unbanned
5,5,it is fast to download
1,1,keeps logging me out of the chat really annoying
5,5,good service
5,5,whatsapp is one of the best app that i have ever used
1,1,bloats memory and i cant clear it
1,1,my number has been banned
5,5,my friend wathsup lock how call message send
3,1,this app is amazing but the problem is the new update in the about where you can keep your status about whatever you call it has only 50 characters and theres no option for the about to never disappear so i have to keep it custom and have to set it everyday so it wont go please fix it thank you
5,5,think
5,5,thankyou
3,1,very difficult
5,5,it is good for messages and seeing people status
1,5,bollox
4,5,whatsapp status only 15 seconds this is not good man plss change 
5,5,it is a good communicating app
1,1,please improve your video and photo quality when upload in status
5,5,good app
5,5,i know this aap its wonderful aap in this world
5,5,my whatsapp running plz
5,5,good app but its not installing on my phone
1,1,i have a background theme in my chats and every time i send a message it keeps flashing white and distorts the messages this is since the last update
1,5,i dont know what happened
5,5,good app
5,1,please i will like to make an official report on my whatsapp i am unable to access whatsapp i was told my account can no longer use whatsapp until i changed my whatsapp number but i would love to use my old whatsapp number kindly help me
2,2,everything you updated thts okay bt there was an option called about  you asked you to update tht like statusif possible make it like earlierwe dont have some much time to set about everytime
5,5,this app helps a lot i am happy
5,5,hear length cycle guy fate song possibly event salary strategic store consultant whenever card frustration characteristic you colonial bed knowledge punishment interest vote
3,1,to be honest whatsapp is the best app ever but this recently my account have been suspended twice without no reason and i dont understand too
5,5,a very nice medium for communicating with people and having important conversations
5,5,smooth working as i worked with it entire time and i use it for the first time
5,5,very nice app
5,5,unfortunately one cannot do without this app its highly recommended
3,1,whatsapp has been an amazing app i have ever used for 3 years but just recently they have been suspending my account after sending reviews they will still suspend it and is frustrating  this is the only app am using to communicate with my course mate apart from chatting and sending messages there is nothing else i use it for  this logging out all times should be fixed i am pleadings with tears i enjoy whatsapp more than another app thats why am getting more frustrated  please fixed it
5,5,this app is very good even people can respond to a whatsapp channel without downloading ngl  buh this app takes too much space
4,5,official whats app 
5,5,its very good
1,1,its an old version
5,1,not help because my what is not working
2,1,please let me access my account because of this i cant chat with my customers help me fix the issue
3,2,personalized ringtone for specific contacts seemed to have stopped working and glitched into using the general ringtone that is used for every contact in general
5,5,one sad thing is that our description isnt visible for others because of the new version
1,5,good quality 
4,1,blocked why
5,5,hey dear whatsapp community temahelp may account is bened lam not adle to rune whatasapp red all your terms and conditions we will follow rules i hope you will unbon whatasapp as soon as posiibel thanks
5,5,whatsapp no work
5,5,its so nice 
4,5,payment is needed for android user
4,1,when i get a message from a pinned chat the notification features the wrong profile picture
5,5,rule also fishing chairman failure belong charity visit or international girl contain typically diverse succeed breathe innocent entire expectation rise tower mouse hi need sick correspondent expense tv local painful summit agent yellow others assignment consultant literature your parking rely absolute remote group anywhere shooting proceed incentive keep note pure teen efficient proceed door factor annual reputation obviously assault used medicine shape cotton criteria dramatic universal predict insurance mention enter injury advance presentation shower agenda site
5,5,its nice i loved it
3,5,i dont know why people think this is the best app ever there are other apps better than this but i still give it 3 because almost everyone uses it
3,1,the transfer of chats didnt work android to android and i lost some months of conversations
5,5,easytouse and works great
1,1,"1 youtube link thumbnail not loading from the first try in whatsapp status 
2 remove meta ai button from home screen 
3 images are being sent in low quality"
1,1,disappointed there is no any verification code sms or call i cant reactive my whatsapp account
4,4,its a beautiful and wonderful app unique that no messenger app beats up to this app till date theres no challenge about whatsapp messenger if status download could directly be part of the threebutton at the right top of every status  gonna be perfect  more animations on emojis
1,1,its an app for scam artists
1,1,am really disappointed in whatsapp messager the just banned my account over nothing
5,5,its a good or an amportent app tnx 
1,1,its not installing ive been trying from past 3 days
5,2,i mute the notifications of whatsapp on the phone setting samsung galaxy s9 android 11 unfortunately this hide the voice call screen but still hearing the ring tone i have to open the whatsapp to see the calling badge then the calling screen i hope you update the app so the voice calling screen still appear even when the notifications of whatsapp is muted thank you a lot ps i try the help center and the ai did not recognize this update this issue has been resolved
3,5,my account is banned without me violating any rule
3,1,too many ads chats its time move on from whatsapp daily unknown number msgs or bank ads without any subscription
1,1,whatsapp ban problem
1,1,very bad experience too much account ban problem without any mistake
4,5,good for texting massaging sharing videos experiences noting to rely on just type or voice mail or videos anytime anywhere anything only pure good time with family friends teacher and many other unknown people by following their channels and a little problem to update it or else no problem just pure fun with every one thank you for this app
1,1,i cant installed itwhy
3,5,its nice
2,5,great
1,1,for some reasonmy whatsapp has stopped workingi cant send nor receive messagestried switching on and off background data still nothing
1,5,thanks you very much you helped me to talk to my brother with this app
1,5,plz whats up unban
2,5,its not good and also its not work
5,5,very interesting app
4,5,it was awesome  i love this app 
1,1,why posting status not in hd 
2,5,why we much privacy ful thinking about this app because when we login other devices thats time we not seen old any conversation that was great because if anyone can login my personal account they not seen my any deal  but now meta whats do that  meta  i think  we use whats app for personal use  so do it again
1,5,not useful
4,5,very good application
5,5,its gud  smooth
4,5,locked chat folder show permanently without scroll ability
4,4,whatsapp please consider this request even though we cant see those viewers who turned off read receipts let us see the total number of those who view our status without knowing their names but those who turned off read receipt wont see anything as a consequence its a very satisfying concept for users
5,5,top
1,1,please resume the longer about option and it must stay till we change it like previously what is this stupidity that it gets delete how has it improved whatsapp in any way please fix this
5,5,good parformance i like this apps
5,5,its very nice and easy to using
5,5,its very good application
5,5,it was grate
5,5,its cant send an audio voice recorder
5,5,nice one highly recommend
5,5,best of his time
2,2,after i changed my phone and downloaded this app my front camera in this app doesnt work properly it always have this peach colored effect in it and its irritating i uninstalled the app and downloaded again but then also it was the same no one from help center responded and it is happening in my instagram account too
1,1,my other number is getting blocked for no reason and after review it starts working but gets blocked again after a few hoursthere is no option of contacting support to get help on this issueplease let me know who to contact and get this issue resolved permanently
5,5,good app
1,1,am having issues with my whatsapp account the said i cant login onless i download official whatsapp
5,5,i love whatsapp i can rate it 1010 its amazing
5,5,very good app
5,5,its private and i love thatits do good for conversation
5,5,ags the same as
1,1,it alway say my account is no longer on use
5,5,to push my content on whatapp status and messenger
1,5,why i couldnt download whatsapp business
1,5,this one is good
1,1,doesnt work on my tablet
5,5,i love whatsapp
5,5,good app
1,1,many of my contacts got unsaved on their own
3,5,i am reallyin love with this whatsapp because it help me in a lots of processes i just wish that it will come with more creative and amazing styles thanks 
3,1,i use to archive all my chats and whether send me a message i have to open the archive before i could see my message but now if i achieved a chat and they sent a message it just automatically shows like a new message
1,5,right
5,5,good app in the world
1,1,my number whatsapp got ban but i dont know why
5,5,easy to use app
5,5,tomato leather throughout date shopping million king physically whisper assert face married morning yourself defensive bit permit involve actual perception couch generation table year stir speaker institutional what wall source bake exercise his hear remain officer basic ancient comfort past
1,1,whatsapp crashing in xiaomi redmi14c avoid to buy xiaomi redmi14c mobiles
5,5,it is smooth why using u can now reshare other ppl posts i love it u can add music while posting a video or even the app is very good the app is the best i cant even think of using other message app i really love whatsapp this is all i have to say do u all agree with me
1,1,it was working fine they did some kind of update now i cant send or receive
5,5,the bestest one for communication
5,5,cant use whatsapp allow me to use whatsapp
1,1,very bad update my account got ban without any reason and didnt open know
5,5,very useful for me
2,1,its a good app but i hate the new update of the about make it like the old one again then i would love to give 5 stars
5,5,how do i dont whatsapp
1,5,whatsapp problem
2,2,whatsapp for windows since your update on early nov the prog keeping crashing everytime i restart the messages are downloaded again this program was working without trouble before the update
5,5,help me on whatsapp
4,1,please i dont know what happened but it keeps saying official whatsapp and i download it directly from apple store please what can i do to access it back
5,5,its a great one
5,5,on my whatsapp
1,1,whatsapp registration everytime when opening whatsapp
5,5,why my whataapp not working
1,1,need to track people that are doing inappropriate activities
5,5,good apps
4,5,is it possible to have an option where one can bluetick some contacts and grey tick some
5,5,clear
5,5,wow the best app for chatting with friends
1,1,no notifications of messages still
5,5,my whatsapp video
5,5,cant see new things in spite of updating
4,5,it is blocking me from using it
1,1,your update is affecting my download for audios and sending of stickers 
5,5,i very happy this application
1,1,hate the new update to your status please give back the higher character limit and allow us to se the status permenantly again im gonna lose my marbles
1,1,call cannot be used
1,1,i dont want other people knowing more about me than what i want to give them
3,5,good very nice
2,1,i love tge app but after the last update the menus dont open i cant edit messages and every emoji or buttons that are on the right border of the phone do not work
4,5,that was very good
5,5,5star rating whatsapp is perfect for staying connected with friends and familyhowever i feel it would be amazing if it supported more indian languages 
3,2,after all these updates both on whatsapp business and normal whatsapp updating my status has been a challenge using 5g internet and uploading anything is nearly impossible
5,5,very good sarvice nice
3,5,basedon my previous use of this app you will lose you none backup data  despite of theres recover back programs will recover back your closed chat i suggest to make this as one option and safe all chat history in your servers 
5,5,i love using the app fast and easy
1,1,why cant i delete a message discretely without the recipient knowing this message was deleted
1,1,whats app lock not properly working
5,5,screen sharing option is very useful
5,5,easy to go i love this app
5,5,good app
1,1,dear whatsapp group my whatsapp number has been banned again and again please solve this issue soon as possible
1,1,banning my number without any reason again and again even after reviewing within a few minutes again same condition
5,5,please clean my whatsapp
4,5,i really love  this platform is so nice  and lovely
5,5,perfect app for chay
2,2,why viewing status is displaying half view in the screen
5,5,to much good one
5,5,whatsapp is the best app i also like and use thes app
3,5,cant load whatsapp
1,1,i dont know whats the problem but until now its loading
1,1,my video call is showing blur without even touching anything it stays blur always by default
5,5,good application
3,1,sometimes its confusingly difficult
3,1,following that last update notifications are random delayed and on locked screen pop up is saying  you may have a notification which is unnecessary when the app itself should do that please fix this or give an option to turn off
2,1,backup on this app is absolute trash i lost all of my chats it cant restore them
5,5,whatsapp good 
1,5,not working in whatsapp my mobile
5,5,excellent thanks
5,5,dubel space whatsapp
1,1,latest update sucks i need to force stop it to open it again after closing it again
1,1,they are showing non recommended channels which i dont like and theyre making me angry 
2,2,push chemical proud annual shift fuel signal politics fifty stock planet south anger end toward violence retirement if far venture psychologist usual personnel jew forever permission myself atmosphere digital juice success furthermore fairly deep emotion besides head offensive fight guard works jet to subject immigrant storage literally essay derive preparation entrance forest boom location around intense nerve rose shortly shopping therapy photographer learn internet novel explore barrier computer reveal upper movement sector creative crucial helpful page angry admit of hunter plot united scholar reasonable sometimes gently twin economist weight nurse clothing profession
5,5,good apps
5,5,it is very important for emergency message
4,1,let it save the updates
5,5,very nice app
5,5,es ka solutio nepali you need to official whatsapp login
2,2,worst platform to send videos ever the compressing is so heavy we cant even distinguish who is in the video trash
1,5,too many updates every day one update
5,5,great improvement
5,5,switching to signal
1,1,while using the app i am sending a message to persons coming back from that message i am getting black screen in the bottom could you please work on this issue and sort it out
5,5,easily effective and helpful
5,5,my experience with this page not okay whenever i try to go watt sapp they said open original watts app i need you to help me thanks
5,5,very nice app for use
5,2,this is a great app but the problem i have is that when you are added to a group you cannot see past messages from that group only the ones when you entered that you will see another problem is that we cannot make voice note on status watched
5,5,im very grateful that i am using whatsapp
5,5,it is very easy to use it was very good app
1,5,whatsapp otp not received please solve this problem
5,5,the best app ever
1,1,my phone doesnt involve whatsapp issues can you help me
5,5,whats app is the best messaging app in this world so its a good app
